source	term_id	term_name	n_landmark_genes	landmark_gene_symbols
Reactome	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	19	AKT1,EGF,EGFR,ERBB2,ERBB3,FGFR2,FGFR4,FRS2,FYN,IER3,KIT,PDGFA,PIK3CA,PIK3R3,PIP4K2B,PPP2R5A,PPP2R5E,RAC2,SRC
Reactome	R-HSA-68875	Mitotic Prophase	16	ARPP19,CCNB1,CCNB2,CDK1,H2AZ2,H2BC12,H2BC21,NUP133,NUP62,NUP85,NUP88,NUP93,PLK1,RAE1,RB1,SMC4
Reactome	R-HSA-68877	Mitotic Prometaphase	28	AURKB,BIRC5,BUB1B,CCNB1,CCNB2,CCP110,CDC20,CDK1,CENPE,CEP57,CSNK1E,CSNK2A2,KIF2C,NCAPD2,NUP133,NUP85,PAFAH1B1,PCM1,PDS5A,PLK1,PPP2R5A,PPP2R5E,PRKACA,SMC1A,SMC3,SMC4,TUBB6,ZW10
Reactome	R-HSA-68882	Mitotic Anaphase	27	AURKB,BIRC5,BUB1B,CCNB1,CCNB2,CDC20,CDK1,CENPE,CHMP4A,CHMP6,KIF2C,LBR,NUP133,NUP62,NUP85,NUP93,PAFAH1B1,PDS5A,PLK1,PPP2R5A,PPP2R5E,PSMD2,SMC1A,SMC3,TUBB6,UBE2C,ZW10
Reactome	R-HSA-68886	M Phase	43	ARPP19,AURKB,BIRC5,BUB1B,CCNB1,CCNB2,CCP110,CDC20,CDK1,CENPE,CEP57,CHMP4A,CHMP6,CSNK1E,CSNK2A2,H2AZ2,H2BC12,H2BC21,KIF20A,KIF2C,LBR,NCAPD2,NUP133,NUP62,NUP85,NUP88,NUP93,PAFAH1B1,PCM1,PDS5A,PLK1,PPP2R5A,PPP2R5E,PRKACA,PSMD2,RAE1,RB1,SMC1A,SMC3,SMC4,TUBB6,UBE2C,ZW10
Reactome	R-HSA-69002	DNA Replication Pre-Initiation	14	CDC45,CDK2,GMNN,H2AZ2,H2BC12,H2BC21,MCM3,ORC1,POLE2,PSMD2,RPA1,RPA2,RPA3,UBE2C
Reactome	R-HSA-69052	Switching of origins to a post-replicative state	10	CCNA1,CCNA2,CCNE2,CDK2,GMNN,MCM3,ORC1,PSMD2,SKP1,UBE2C
Reactome	R-HSA-69190	DNA strand elongation	10	CDC45,LIG1,MCM3,PCNA,POLD4,RFC2,RFC5,RPA1,RPA2,RPA3
Reactome	R-HSA-69202	Cyclin E associated events during G1/S transition	18	AKT1,CCNA1,CCNA2,CCND1,CCNE2,CCNH,CDC25A,CDK2,CDK4,CDK7,CDKN1A,CDKN1B,MNAT1,MYC,PSMD2,RB1,SKP1,TFDP1
Reactome	R-HSA-69206	G1/S Transition	29	AKT1,CCNA1,CCNA2,CCNB1,CCND1,CCNE2,CCNH,CDC25A,CDC45,CDK1,CDK2,CDK4,CDK7,CDKN1A,CDKN1B,GMNN,MCM3,MNAT1,MYC,ORC1,PCNA,POLE2,PSMD2,RB1,RPA1,RPA2,RPA3,SKP1,TFDP1
Reactome	R-HSA-69231	Cyclin D associated events in G1	19	ABL1,CCND1,CCND3,CCNE2,CCNH,CDK2,CDK4,CDK6,CDK7,CDKN1A,CDKN1B,CDKN2A,E2F2,LYN,MNAT1,RB1,SKP1,SRC,TFDP1
Reactome	R-HSA-69236	G1 Phase	19	ABL1,CCND1,CCND3,CCNE2,CCNH,CDK2,CDK4,CDK6,CDK7,CDKN1A,CDKN1B,CDKN2A,E2F2,LYN,MNAT1,RB1,SKP1,SRC,TFDP1
Reactome	R-HSA-69239	Synthesis of DNA	20	CCNA1,CCNA2,CCNE2,CDC45,CDK2,GMNN,LIG1,MCM3,ORC1,PCNA,POLD4,POLE2,PSMD2,RFC2,RFC5,RPA1,RPA2,RPA3,SKP1,UBE2C
Reactome	R-HSA-69242	S Phase	36	AKT1,CCNA1,CCNA2,CCND1,CCNE2,CCNH,CDC25A,CDC25B,CDC45,CDK2,CDK4,CDK7,CDKN1A,CDKN1B,GMNN,LIG1,MCM3,MNAT1,MYC,ORC1,PCNA,PDS5A,POLD4,POLE2,PSMD2,RB1,RFC2,RFC5,RPA1,RPA2,RPA3,SKP1,SMC1A,SMC3,TFDP1,UBE2C
Reactome	R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	12	CCNA1,CCNA2,CCNB1,CCNB2,CCNH,CDC25A,CDC25B,CDK1,CDK2,CDK7,MNAT1,PLK1
Reactome	R-HSA-69275	G2/M Transition	25	AURKA,CCNA1,CCNA2,CCNB1,CCNB2,CCNH,CCP110,CDC25A,CDC25B,CDK1,CDK2,CDK7,CDKN1A,CEP57,CSNK1E,MNAT1,MYBL2,PAFAH1B1,PCM1,PLK1,PRKACA,PSMD2,SKP1,TP53,TUBB6
Reactome	R-HSA-69306	DNA Replication	24	CCNA1,CCNA2,CCNE2,CDC45,CDK2,GMNN,H2AZ2,H2BC12,H2BC21,LIG1,MCM3,ORC1,PCNA,POLD4,POLE2,POLG2,PSMD2,RFC2,RFC5,RPA1,RPA2,RPA3,SKP1,UBE2C
Reactome	R-HSA-69473	G2/M DNA damage checkpoint	19	BRCA1,CCNA1,CCNA2,CCNB1,CDK1,CHEK1,CHEK2,H2BC12,H2BC21,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,SFN,TOPBP1,TP53,TP53BP1
Reactome	R-HSA-69481	G2/M Checkpoints	26	BRCA1,CCNA1,CCNA2,CCNB1,CCNB2,CDC25A,CDC45,CDK1,CDK2,CHEK1,CHEK2,H2BC12,H2BC21,MCM3,ORC1,PSMD2,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,SFN,TOPBP1,TP53,TP53BP1
Reactome	R-HSA-69563	p53-Dependent G1 DNA Damage Response	10	CCNA1,CCNA2,CCNE2,CDK2,CDKN1A,CDKN1B,CDKN2A,CHEK2,PSMD2,TP53
Reactome	R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	10	CCNA1,CCNA2,CCNE2,CDK2,CDKN1A,CDKN1B,CDKN2A,CHEK2,PSMD2,TP53
Reactome	R-HSA-69615	G1/S DNA Damage Checkpoints	15	CCNA1,CCNA2,CCNE2,CDC25A,CDK2,CDKN1A,CDKN1B,CDKN2A,CHEK1,CHEK2,CSNK1A1,CSNK1E,PSMD2,SKP1,TP53
Reactome	R-HSA-69618	Mitotic Spindle Checkpoint	14	AURKB,BIRC5,BUB1B,CDC20,CENPE,KIF2C,NUP133,NUP85,PAFAH1B1,PLK1,PPP2R5A,PPP2R5E,UBE2C,ZW10
Reactome	R-HSA-69620	Cell Cycle Checkpoints	47	AURKB,BIRC5,BRCA1,BUB1B,CCNA1,CCNA2,CCNB1,CCNB2,CCNE2,CDC20,CDC25A,CDC45,CDK1,CDK2,CDKN1A,CDKN1B,CDKN2A,CENPE,CHEK1,CHEK2,CSNK1A1,CSNK1E,H2BC12,H2BC21,KIF2C,MCM3,NUP133,NUP85,ORC1,PAFAH1B1,PLK1,PPP2R5A,PPP2R5E,PSMD2,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,SFN,SKP1,TOPBP1,TP53,TP53BP1,UBE2C,ZW10
Reactome	R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	19	AKT1,CCNA1,CCNA2,CCND1,CCNE2,CCNH,CDC25A,CDC25B,CDK2,CDK4,CDK7,CDKN1A,CDKN1B,MNAT1,MYC,PSMD2,RB1,SKP1,TFDP1
Reactome	R-HSA-70171	Glycolysis	14	ALDOA,ALDOC,GAPDH,GNPDA1,HK1,NUP133,NUP62,NUP85,NUP88,NUP93,PFKL,PGAM1,PRKACA,RAE1
Reactome	R-HSA-70326	Glucose metabolism	16	ALDOA,ALDOC,GAPDH,GNPDA1,HK1,NUP133,NUP62,NUP85,NUP88,NUP93,PCK2,PFKL,PGAM1,PRKACA,RAE1,SLC37A4
Reactome	R-HSA-71291	Metabolism of amino acids and derivatives	21	ADI1,ADO,ALDH7A1,DLD,ENOPH1,EPRS1,FAH,GSTZ1,HSD17B10,PCBD1,PHGDH,PSMD2,PXMP2,PYCR1,RPL39L,RPS5,RPS6,SLC25A13,SQOR,TP53,TXNRD1
Reactome	R-HSA-71387	Metabolism of carbohydrates and carbohydrate derivatives	38	ABCC5,AGL,ALDOA,ALDOC,B4GAT1,CD44,CHP1,CTSL,DERA,EXT1,FAM20B,FUT1,GAA,GALE,GAPDH,GNPDA1,GPC1,HK1,HS2ST1,MAN2B1,NUP133,NUP62,NUP85,NUP88,NUP93,PCK2,PFKL,PGAM1,PGM1,PHKA1,PHKB,PHKG2,PRKACA,PYGL,RAE1,RBKS,RPIA,SLC37A4
Reactome	R-HSA-72163	mRNA Splicing - Major Pathway	15	CASC3,CHERP,DDX42,HSPA8,HTATSF1,LSM5,LSM6,POLR2I,POLR2K,PPIE,PRPF4,PUF60,RNPS1,SMNDC1,TCERG1
Reactome	R-HSA-72172	mRNA Splicing	15	CASC3,CHERP,DDX42,HSPA8,HTATSF1,LSM5,LSM6,POLR2I,POLR2K,PPIE,PRPF4,PUF60,RNPS1,SMNDC1,TCERG1
Reactome	R-HSA-72187	mRNA 3'-end processing	11	CASC3,CHERP,CPSF4,DDX42,HTATSF1,POLR2I,POLR2K,PUF60,RNPS1,SMNDC1,TCERG1
Reactome	R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	22	CASC3,CHERP,CPSF4,DDX42,HSPA8,HTATSF1,LSM5,LSM6,NUP133,NUP62,NUP85,NUP88,NUP93,POLR2I,POLR2K,PPIE,PRPF4,PUF60,RAE1,RNPS1,SMNDC1,TCERG1
Reactome	R-HSA-72306	tRNA processing	15	ADAT1,CPSF4,ELAC2,EPRS1,HSD17B10,LAGE3,NUP133,NUP62,NUP85,NUP88,NUP93,POP4,RAE1,RPP38,TSEN2
Reactome	R-HSA-72312	rRNA processing	14	CSNK1E,EBNA1BP2,ELAC2,EXOSC4,HEATR1,HSD17B10,MTERF3,NGRN,RPL39L,RPP38,RPS5,RPS6,TEX10,UTP14A
Reactome	R-HSA-72766	Translation	17	AARS1,ASCC3,EIF4EBP1,EIF4G1,EIF5,EPRS1,IARS2,MRPL12,MRPL19,MRPS16,MRPS2,OXA1L,PSMD2,RPL39L,RPN1,RPS5,RPS6
Reactome	R-HSA-73854	RNA Polymerase I Promoter Clearance	11	CCNH,CDK7,H2AZ2,H2BC12,H2BC21,HDAC2,MNAT1,MTA1,POLR1C,POLR2K,TBP
Reactome	R-HSA-73864	RNA Polymerase I Transcription	11	CCNH,CDK7,H2AZ2,H2BC12,H2BC21,HDAC2,MNAT1,MTA1,POLR1C,POLR2K,TBP
Reactome	R-HSA-73884	Base Excision Repair	18	ACD,H2AZ2,H2BC12,H2BC21,LIG1,PARP1,PARP2,PCNA,PNKP,POLB,POLD4,POLE2,RFC2,RFC5,RPA1,RPA2,RPA3,TERF2IP
Reactome	R-HSA-73886	Chromosome Maintenance	21	ACD,CCNA1,CCNA2,CDK2,DAXX,H2AZ2,H2BC12,H2BC21,LIG1,PCNA,POLD4,POLR2I,POLR2K,RFC2,RFC5,RPA1,RPA2,RPA3,RUVBL1,TERF2IP,TERT
Reactome	R-HSA-73887	Death Receptor Signaling	20	ARHGEF12,ARHGEF2,BAD,BIRC2,CASP10,CASP2,CASP3,CFLAR,FAS,HDAC2,IKBKB,IKBKE,MAPKAPK2,NET1,NFKBIA,RHOA,SQSTM1,STUB1,TIAM1,VAV3
Reactome	R-HSA-73893	DNA Damage Bypass	10	PCNA,POLD4,POLE2,RFC2,RFC5,RPA1,RPA2,RPA3,UBE2L6,USP1
Reactome	R-HSA-73894	DNA Repair	45	ABL1,ACD,ASCC3,BRCA1,CCNA1,CCNA2,CCNH,CDK2,CDK7,CHEK1,CHEK2,COPS7A,DDB2,H2AZ2,H2BC12,H2BC21,LIG1,MNAT1,MSH6,PARP1,PARP2,PCNA,PNKP,POLB,POLD4,POLE2,POLR2I,POLR2K,PPIE,RAD51C,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,RUVBL1,TERF2IP,TIMELESS,TOPBP1,TP53,TP53BP1,UBE2L6,USP1,USP7
Reactome	R-HSA-73933	Resolution of Abasic Sites (AP sites)	13	LIG1,PARP1,PARP2,PCNA,PNKP,POLB,POLD4,POLE2,RFC2,RFC5,RPA1,RPA2,RPA3
Reactome	R-HSA-74751	Insulin receptor signalling cascade	10	FGFR2,FGFR4,FRS2,GRB10,NRAS,PIK3C3,PIK3CA,PIK3R4,SHC1,TRIB3
Reactome	R-HSA-74752	Signaling by Insulin receptor	16	ATP6V0B,ATP6V1D,CTSD,FGFR2,FGFR4,FRS2,GRB10,IDE,NRAS,PIK3C3,PIK3CA,PIK3R4,PTPN1,PTPRF,SHC1,TRIB3
Reactome	R-HSA-75153	Apoptotic execution phase	13	BIRC2,CASP3,CASP7,DFFA,DFFB,DNM1L,DSG2,PRKCD,PRKCQ,PTK2,SATB1,SPTAN1,TJP1
Reactome	R-HSA-76002	Platelet activation, signaling and aggregation	40	ABHD6,AKT1,ALDOA,APP,CALU,CDC42,COL1A1,CRK,CSK,EGF,FYN,GNA11,GNA15,GNAI1,GNAI2,GNB5,LYN,PDGFA,PIK3CA,PIK3R3,PLA2G4A,PRKCD,PRKCH,PRKCQ,PROS1,PTK2,PTPN1,PTPN6,RAC2,RHOA,SCCPDH,SERPINE1,SHC1,SRC,STX4,STXBP2,SYK,TBXA2R,TGFB3,VAV3
Reactome	R-HSA-76005	Response to elevated platelet cytosolic Ca2+	11	ALDOA,APP,CALU,EGF,PDGFA,PROS1,SCCPDH,SERPINE1,STX4,STXBP2,TGFB3
Reactome	R-HSA-8848021	Signaling by PTK6	19	AKT1,CCND1,CDK2,CDK4,CDKN1B,CRK,EGF,EGFR,ERBB2,ERBB3,HIF1A,NR3C1,NRAS,PTPN1,PXN,RASA1,RHOA,STAP2,STAT3
Reactome	R-HSA-8856688	Golgi-to-ER retrograde transport	12	CENPE,COPB2,KDELR2,KIF20A,KIF2C,KIF5C,PAFAH1B1,PAFAH1B3,PLA2G4A,TMED10,TUBB6,ZW10
Reactome	R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	11	ADRB2,CLTB,CLTC,COPS7A,EGF,EGFR,EPN2,FCHO1,IGF2R,TOR1A,UBQLN2
Reactome	R-HSA-8856828	Clathrin-mediated endocytosis	15	ADRB2,CLTB,CLTC,COPS7A,CTTN,DNM1,EGF,EGFR,EPN2,FCHO1,HSPA8,IGF2R,PACSIN3,TOR1A,UBQLN2
Reactome	R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	10	APOE,CDKN1A,EGFR,ERBB2,HSPD1,KDM5B,KIT,MYBL2,MYC,TFAP2A
Reactome	R-HSA-8868773	rRNA processing in the nucleus and cytosol	10	CSNK1E,EBNA1BP2,EXOSC4,HEATR1,RPL39L,RPP38,RPS5,RPS6,TEX10,UTP14A
Reactome	R-HSA-8878159	Transcriptional regulation by RUNX3	13	CCND1,CDKN1A,CDKN2A,FOXO3,HES1,MAMLD1,MYC,NOTCH1,PSMD2,SMAD3,SPP1,SRC,TP53
Reactome	R-HSA-8878166	Transcriptional regulation by RUNX2	19	ABL1,AKT1,BAX,CCNB1,CCND1,CDK1,CDK4,CDKN1A,COL1A1,GLI2,HDAC6,HES1,NR3C1,PSMD2,RB1,SKP1,SRC,STAT1,STUB1
Reactome	R-HSA-8878171	Transcriptional regulation by RUNX1	23	ABL1,AXIN1,CCND1,CCND3,CCNH,CDK6,CDK7,CSNK2A2,CTSL,GATA2,GATA3,H2AZ2,H2BC12,H2BC21,MNAT1,MYL9,PRKCQ,PSMD2,SMARCA4,SMARCC1,SMARCD2,SRC,TJP1
Reactome	R-HSA-8939211	ESR-mediated signaling	39	AKT1,AXIN1,BCL2,CCND1,CDKN1B,CREB1,CTSD,EGF,EGFR,FKBP4,FOS,FOXO3,GATA3,GNAI1,GNAI2,GNB5,GTF2A2,H2AZ2,H2BC12,H2BC21,HSPB1,IGF1R,JUN,MMP2,MYC,NCOA3,NOS3,NRAS,NRIP1,PIK3CA,PIK3R3,POLR2I,POLR2K,PTK2,SHC1,SMC1A,SMC3,SRC,TBP
Reactome	R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	10	ABL1,CCNH,CDK7,GATA2,GATA3,H2AZ2,H2BC12,H2BC21,MNAT1,PSMD2
Reactome	R-HSA-8943724	Regulation of PTEN gene transcription	11	EED,EGR1,EZH2,HDAC2,JUN,MTA1,PPARG,RHEB,RRAGA,SUZ12,TP53
Reactome	R-HSA-8951664	Neddylation	22	BIRC5,BRCA1,CCNF,CDKN1A,COPS7A,DCUN1D4,DDB2,FBXL12,FBXO11,FBXO21,FBXO7,HIF1A,KEAP1,KLHL21,KLHL9,LRRC41,NFE2L2,PSMD2,SKP1,SOCS2,SQSTM1,WDTC1
Reactome	R-HSA-8957275	Post-translational protein phosphorylation	11	ADAM10,APOE,APP,BMP4,CALU,IGFBP3,KTN1,MBTPS1,PRSS23,SPP1,WFS1
Reactome	R-HSA-8957322	Metabolism of steroids	13	ACAT2,EBP,ELOVL6,FDFT1,HMGCR,HMGCS1,HSD17B11,INSIG1,LBR,LGMN,MBTPS1,NSDHL,SCP2
Reactome	R-HSA-8978868	Fatty acid metabolism	17	ACAA1,ACLY,ACOT9,CBR1,DECR1,ELOVL6,HACD3,HADH,MAPKAPK2,PCCB,PECR,PLA2G4A,PPARD,PRKAG2,PTGS2,SCP2,SLC27A3
Reactome	R-HSA-8980692	RHOA GTPase cycle	13	ARHGAP1,ARHGEF12,ARHGEF2,IQGAP1,KTN1,LBR,NET1,RHOA,STK10,TIAM1,VAPB,VAV3,YKT6
Reactome	R-HSA-8986944	Transcriptional Regulation by MECP2	10	AURKB,CREB1,HDAC2,LBR,MEF2C,NOTCH1,PPARG,PRKACA,PTPN1,SOX2
Reactome	R-HSA-9006925	Intracellular signaling by second messengers	44	AKT1,BAD,CDKN1A,CDKN1B,CREB1,CSNK2A2,EED,EGF,EGFR,EGR1,ERBB2,ERBB3,EZH2,FGFR2,FGFR4,FOXO3,FOXO4,FRS2,FYN,HDAC2,IER3,JUN,KIT,MTA1,PDGFA,PIK3CA,PIK3R3,PIP4K2B,PPARG,PPP2R5A,PPP2R5E,PRKACA,PRKCD,PRKX,PSMD2,RAC2,RHEB,RRAGA,SRC,STUB1,SUZ12,TP53,TRIB3,USP7
Reactome	R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	19	AKT1,CCND1,CDK2,CDK4,CDKN1B,CRK,EGF,EGFR,ERBB2,ERBB3,HIF1A,NR3C1,NRAS,PTPN1,PXN,RASA1,RHOA,STAP2,STAT3
Reactome	R-HSA-9006931	Signaling by Nuclear Receptors	46	AKT1,APOE,ARL4C,AXIN1,BCL2,CCND1,CDKN1B,CREB1,CTSD,DLD,EGF,EGFR,FKBP4,FOS,FOXO3,GATA3,GNAI1,GNAI2,GNB5,GTF2A2,H2AZ2,H2BC12,H2BC21,HSPB1,IGF1R,JUN,KDM3A,MMP2,MYC,NCOA3,NOS3,NR1H2,NRAS,NRIP1,PDHX,PIK3CA,PIK3R3,POLR2I,POLR2K,PPARD,PTK2,SHC1,SMC1A,SMC3,SRC,TBP
Reactome	R-HSA-9006936	Signaling by TGFB family members	14	BAMBI,DRAP1,ITGB5,MYC,PARP1,RHOA,SERPINE1,SMAD3,STAT1,STUB1,TFDP1,TGFB3,TGFBR2,TIMP2
Reactome	R-HSA-9007101	Rab regulation of trafficking	8	AKT1,DENND2D,RAB21,RAB27A,RAB31,RAB4A,TRAPPC3,TRAPPC6A
Reactome	R-HSA-9009391	Extra-nuclear estrogen signaling	22	AKT1,BCL2,CCND1,CDKN1B,CREB1,EGF,EGFR,FOS,FOXO3,GNAI1,GNAI2,GNB5,HSPB1,IGF1R,MMP2,NOS3,NRAS,PIK3CA,PIK3R3,PTK2,SHC1,SRC
Reactome	R-HSA-9012999	RHO GTPase cycle	39	ARHGAP1,ARHGEF12,ARHGEF2,CCP110,CDC42,CHN1,CLTC,CSK,DSG2,FRS2,GARRE1,GFOD1,GRB7,IQGAP1,KIF14,KTN1,LBR,NCK1,NCK2,NET1,NISCH,PAK1,PAK4,PAK6,PIK3CA,PIK3R3,PTK2B,RAC2,RHOA,SPEN,SPTAN1,SRC,STK10,TIAM1,VAPB,VAV3,WASF3,WIPF2,YKT6
Reactome	R-HSA-9013148	CDC42 GTPase cycle	14	ARHGAP1,ARHGEF12,CDC42,CHN1,IQGAP1,KTN1,LBR,PAK1,PAK4,PAK6,TIAM1,VAV3,WIPF2,YKT6
Reactome	R-HSA-9013149	RAC1 GTPase cycle	18	ARHGAP1,CDC42,CHN1,GARRE1,IQGAP1,KTN1,LBR,NISCH,PAK1,PAK4,PAK6,PIK3CA,PIK3R3,TIAM1,VAV3,WASF3,WIPF2,YKT6
Reactome	R-HSA-9013404	RAC2 GTPase cycle	14	ARHGAP1,CDC42,DSG2,GARRE1,IQGAP1,LBR,PAK1,PAK4,PIK3CA,PIK3R3,RAC2,TIAM1,VAPB,VAV3
Reactome	R-HSA-9013408	RHOG GTPase cycle	10	ARHGAP1,CDC42,DSG2,GARRE1,KTN1,LBR,PAK4,VAPB,VAV3,YKT6
Reactome	R-HSA-9013420	RHOU GTPase cycle	10	CDC42,CLTC,IQGAP1,NCK1,NCK2,PAK1,PAK4,PTK2B,SPTAN1,SRC
Reactome	R-HSA-9013424	RHOV GTPase cycle	10	CCP110,CDC42,CLTC,IQGAP1,NCK1,NCK2,PAK1,PAK4,PAK6,SPTAN1
Reactome	R-HSA-9018519	Estrogen-dependent gene expression	20	AXIN1,BCL2,CCND1,CTSD,FKBP4,FOS,GATA3,GTF2A2,H2AZ2,H2BC12,H2BC21,JUN,MYC,NCOA3,NRIP1,POLR2I,POLR2K,SMC1A,SMC3,TBP
Reactome	R-HSA-9020702	Interleukin-1 signaling	11	APP,IKBKB,IL1B,NFKB2,NFKBIA,NFKBIB,PSMD2,SKP1,SQSTM1,TP53,USP14
Reactome	R-HSA-912446	Meiotic recombination	10	BRCA1,CDK2,CDK4,H2AZ2,H2BC12,H2BC21,RAD51C,RPA1,RPA2,RPA3
Reactome	R-HSA-913531	Interferon Signaling	33	ATF6,BECN1,CD44,CDK1,EGR1,EIF4G1,HLA-DRA,HSPA1A,HSPA8,ICAM1,IFNAR1,IKBKB,NCK1,NUP133,NUP62,NUP85,NUP88,NUP93,PIN1,PPP2R5A,PRKCD,PSMB8,PTPN1,PTPN6,RAE1,SFN,SNCA,STAT1,STAT3,TP53,TRIM2,TUBB6,UBE2L6
Reactome	R-HSA-937061	TRIF (TICAM1)-mediated TLR4 signaling	24	APP,ATF1,BIRC2,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,IKBKE,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TICAM1,TLR4,TP53,USP14
Reactome	R-HSA-948021	Transport to the Golgi and subsequent modification	11	COG2,COG4,COG7,COPB2,KDELR2,SPTAN1,TMED10,TRAPPC3,TRAPPC6A,TUBB6,YKT6
Reactome	R-HSA-9607240	FLT3 Signaling	11	AKT1,CDKN1B,CSK,FOXO3,FYN,GRB10,NRAS,PIK3CA,SOCS2,STAT5B,SYK
Reactome	R-HSA-9609507	Protein localization	20	ACAA1,APP,CAT,ECH1,FIS1,GET1,HMOX1,HSPD1,IDE,PECR,PXMP2,SCP2,SLC25A13,SLC25A4,STX1A,TIMM17B,TIMM22,TIMM9,TOMM70,VDAC1
Reactome	R-HSA-9609646	HCMV Infection	19	CEBPD,CHMP4A,CHMP6,CREB1,DAXX,EED,EGFR,EZH2,H2BC12,H2BC21,NUP133,NUP62,NUP85,NUP88,NUP93,RAE1,SUZ12,TUBB6,VPS28
Reactome	R-HSA-9609690	HCMV Early Events	15	CREB1,DAXX,EED,EGFR,EZH2,H2BC12,H2BC21,NUP133,NUP62,NUP85,NUP88,NUP93,RAE1,SUZ12,TUBB6
Reactome	R-HSA-9610379	HCMV Late Events	12	CEBPD,CHMP4A,CHMP6,H2BC12,H2BC21,NUP133,NUP62,NUP85,NUP88,NUP93,RAE1,VPS28
Reactome	R-HSA-9612973	Autophagy	19	ATG3,BECN1,CHMP4A,CHMP6,CSNK2A2,HDAC6,HSPA8,MTERF3,PIK3C3,PIK3R4,PRKAG2,RHEB,RRAGA,SQSTM1,SRC,TOMM70,TUBB6,VDAC1,VPS28
Reactome	R-HSA-9614085	FOXO-mediated transcription	12	AKT1,CAT,CDKN1A,CDKN1B,FOXO3,FOXO4,GADD45A,HDAC2,NR3C1,SFN,SIRT3,SMAD3
Reactome	R-HSA-9616222	Transcriptional regulation of granulopoiesis	12	CDK2,CDK4,CDKN1A,CEBPA,CREB1,GATA2,H2AZ2,H2BC12,H2BC21,MYC,STAT3,TFDP1
Reactome	R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	10	AKT1,BCL2,CCND1,CDKN1B,CREB1,EGF,EGFR,FOS,FOXO3,PTK2
Reactome	R-HSA-9645723	Diseases of programmed cell death	18	APP,CAPN1,CAST,CDC25A,CDC25B,CDK5R1,CDKN2A,DNMT1,DNMT3A,EED,EZH2,FOXO3,H2AZ2,H2BC12,H2BC21,JUN,SUZ12,TP53
Reactome	R-HSA-9648025	EML4 and NUDC in mitotic spindle formation	14	AURKB,BIRC5,BUB1B,CDC20,CENPE,KIF2C,NUP133,NUP85,PAFAH1B1,PLK1,PPP2R5A,PPP2R5E,TUBB6,ZW10
Reactome	R-HSA-9658195	Leishmania infection	27	ABL1,APP,BTK,CDC42,CREB1,CRK,FYN,FZD7,GNAI1,GNAI2,GNAS,GNB5,HMOX1,IL1B,JUN,LYN,MYO10,NCK1,NFKB2,PRKACA,PRKX,PTK2,SRC,SYK,VAV3,WASF3,WIPF2
Reactome	R-HSA-9659787	Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects	11	CCND1,CCND3,CCNE2,CDK2,CDK4,CDK6,CDKN1A,CDKN1B,E2F2,RB1,TFDP1
Reactome	R-HSA-9661069	Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	11	CCND1,CCND3,CCNE2,CDK2,CDK4,CDK6,CDKN1A,CDKN1B,E2F2,RB1,TFDP1
Reactome	R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	11	CREB1,FYN,GNAI1,GNAI2,GNAS,GNB5,LYN,PRKACA,PRKX,SRC,SYK
Reactome	R-HSA-9663891	Selective autophagy	10	CSNK2A2,HDAC6,HSPA8,MTERF3,PRKAG2,SQSTM1,SRC,TOMM70,TUBB6,VDAC1
Reactome	R-HSA-9664407	Parasite infection	14	ABL1,BTK,CDC42,CRK,FYN,LYN,MYO10,NCK1,PTK2,SRC,SYK,VAV3,WASF3,WIPF2
Reactome	R-HSA-9664417	Leishmania phagocytosis	14	ABL1,BTK,CDC42,CRK,FYN,LYN,MYO10,NCK1,PTK2,SRC,SYK,VAV3,WASF3,WIPF2
Reactome	R-HSA-9664422	FCGR3A-mediated phagocytosis	14	ABL1,BTK,CDC42,CRK,FYN,LYN,MYO10,NCK1,PTK2,SRC,SYK,VAV3,WASF3,WIPF2
Reactome	R-HSA-9664433	Leishmania parasite growth and survival	11	CREB1,FYN,GNAI1,GNAI2,GNAS,GNB5,LYN,PRKACA,PRKX,SRC,SYK
Reactome	R-HSA-9669938	Signaling by KIT in disease	10	FYN,KIT,LYN,NRAS,PIK3CA,PIK3R3,SRC,STAT1,STAT3,STAT5B
Reactome	R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	10	FYN,KIT,LYN,NRAS,PIK3CA,PIK3R3,SRC,STAT1,STAT3,STAT5B
